ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,鲜重(g),干重(g),株高(cm),分蘖数,绿叶面积(mm2),叶片数,SandBox,D1,D2,RFD,stage,frac,frac_stage,frac_SFD,frac_SandBox,frac_D1,frac_D2,frac_RFD
135,1217,1206,0.99096138,1307.939314,1.074724169,369142.25,25.15%,1.783,1.563,15.56726721,0.282,0.183,0.126,0.087,0.066,0.051,0.038,0.033,0.032,0.036,0.039,0.027,0.056,0.346,0.229,0.149,0.1,0.12,145.4399999,32.55000001,95,28,332610.1526,106,1.647527893,2.269569089,1.626902738,2.26488181,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
136,1058,1402,1.325141777,1620.604222,1.531762024,255155.083,17.20%,1.731,1.503,15.47634517,0.353,0.173,0.113,0.083,0.07,0.062,0.049,0.035,0.021,0.013,0.011,0.016,0.072,0.372,0.235,0.157,0.088,0.076,125.12,30.81000001,120,12,187252.9349,61,1.591236101,2.210111611,1.560295747,2.264119338,stage 2,f0,20,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
137,1065,1549,1.454460094,1645.670185,1.54523022,336083.417,20.37%,1.772,1.541,15.54456414,0.327,0.183,0.107,0.072,0.054,0.045,0.042,0.047,0.048,0.034,0.025,0.016,0.058,0.365,0.215,0.149,0.101,0.113,187.8299999,43.81000001,114,14,297643.5523,64,1.672768163,2.23026541,1.609518276,2.268996871,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
138,983,1091,1.109867752,1210.313984,1.231245152,169708.75,15.82%,1.692,1.466,15.0350611,0.404,0.182,0.107,0.079,0.063,0.048,0.033,0.023,0.016,0.014,0.013,0.018,0.093,0.402,0.231,0.14,0.068,0.066,70.35000003,13.27,94,15,124320.8555,47,1.552239261,2.164156454,1.54499915,2.284067493,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
139,1224,1604,1.310457516,1668.097625,1.362824857,350043.333,17.83%,1.792,1.551,15.23228506,0.268,0.164,0.114,0.086,0.07,0.057,0.051,0.05,0.044,0.037,0.029,0.029,0.058,0.314,0.224,0.155,0.131,0.119,223.23,35.38000001,119,30,406406.0695,124,1.657617254,2.254245197,1.638284351,2.253104335,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
140,1228,1162,0.946254072,1248.572559,1.016752899,420406.167,29.46%,1.857,1.587,15.2904517,0.257,0.14,0.089,0.071,0.057,0.047,0.042,0.04,0.044,0.045,0.06,0.107,0.053,0.284,0.181,0.131,0.099,0.253,262.6199999,53.19000001,88.5,91,554866.0294,273,1.70286914,2.235950631,1.660781354,2.282405212,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
141,1227,1504,1.225753871,1695.802111,1.38207181,563782.5,30.55%,1.829,1.61,15.59187698,0.255,0.16,0.113,0.079,0.063,0.053,0.045,0.039,0.036,0.043,0.055,0.057,0.056,0.299,0.202,0.13,0.096,0.217,352.1300001,55.03,127.1,49,677715.9255,186,1.708315193,2.277569769,1.687178673,2.249555404,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
142,1201,944,0.786011657,1447.781003,1.205479603,498105.75,43.93%,1.865,1.612,15.25984886,0.207,0.139,0.094,0.072,0.057,0.049,0.047,0.046,0.052,0.059,0.072,0.106,0.035,0.252,0.181,0.137,0.122,0.273,277.0499999,48.84999998,110.5,56,654745.0798,194,1.712881987,2.237114173,1.69510471,2.256962673,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
143,982,1462,1.488798371,1495.274406,1.522682695,315986.5,22.01%,1.789,1.536,15.08514666,0.315,0.175,0.111,0.078,0.055,0.04,0.035,0.028,0.025,0.032,0.042,0.064,0.07,0.356,0.205,0.113,0.078,0.178,179.0199999,30.61999999,107,34,432278.2284,110,1.674695484,2.204795436,1.607470432,2.276898522,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
144,1226,1068,0.871125612,1408.203166,1.148615959,234322.667,17.90%,1.719,1.507,14.8191914,0.381,0.213,0.123,0.081,0.052,0.038,0.029,0.024,0.018,0.015,0.013,0.015,0.064,0.431,0.248,0.133,0.065,0.058,149.01,22.75999999,110.4,15,221475.9877,58,1.579328628,2.173555233,1.599729609,2.249623623,stage 2,f0,20,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
145,773,1012,1.309184994,1016.382586,1.314854574,191535.167,24.48%,1.806,1.485,14.5188721,0.246,0.173,0.116,0.082,0.059,0.046,0.034,0.03,0.033,0.037,0.055,0.089,0.064,0.303,0.208,0.126,0.08,0.22,151.3,24.24999999,75,28,333398.2307,126,1.669990153,2.147017314,1.585776405,2.27990543,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
146,842,1064,1.263657957,1289.469657,1.531436647,209250.25,23.36%,1.812,1.496,14.88126001,0.294,0.137,0.089,0.072,0.058,0.048,0.04,0.047,0.052,0.052,0.056,0.054,0.065,0.295,0.185,0.147,0.121,0.188,106.62,27.27,79,24,232677.7529,90,1.646361842,2.165667568,1.584920638,2.298912534,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
147,960,1105,1.151041667,1136.435356,1.183786829,295430.083,27.85%,1.835,1.543,14.97406794,0.253,0.153,0.096,0.071,0.055,0.047,0.041,0.039,0.039,0.045,0.058,0.104,0.055,0.276,0.187,0.126,0.094,0.262,171.2199999,36.05000001,84,46,529334.4633,168,1.690841895,2.18593107,1.642533411,2.264342795,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
148,1224,1180,0.964052288,1236.699208,1.01037517,352241.667,24.39%,1.825,1.551,15.14853887,0.255,0.15,0.092,0.068,0.054,0.05,0.046,0.047,0.051,0.056,0.067,0.063,0.053,0.284,0.185,0.131,0.119,0.229,203.71,48.37000001,87,28,487676.1774,120,1.671387872,2.226688964,1.630158304,2.23826347,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
149,945,1280,1.354497354,1277.596306,1.351953763,148362,12.27%,1.72,1.439,14.54148942,0.382,0.16,0.091,0.075,0.072,0.063,0.046,0.033,0.026,0.019,0.013,0.019,0.091,0.379,0.197,0.147,0.098,0.087,107.81,18.34,90,13,151335.2042,54,1.572454464,2.132235322,1.508441189,2.27304958,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
150,809,1133,1.400494438,1230.102902,1.520522747,204907.75,22.36%,1.788,1.493,14.83670869,0.283,0.144,0.104,0.079,0.066,0.057,0.049,0.041,0.045,0.043,0.043,0.046,0.063,0.314,0.213,0.148,0.103,0.159,146.3099999,28.25999999,85,22,232421.3756,91,1.641380817,2.161465586,1.580878037,2.272761023,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
152,905,1077,1.190055249,1178.651715,1.302377586,227663.167,23.36%,1.829,1.505,14.9106118,0.303,0.151,0.078,0.048,0.037,0.031,0.034,0.043,0.058,0.072,0.068,0.077,0.056,0.267,0.158,0.112,0.128,0.279,129.2,31.92000001,82,17,272581.1794,76,1.675181061,2.164520726,1.59843515,2.279088572,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
153,988,1417,1.434210526,1513.744063,1.532129619,125618.25,8.97%,1.68,1.414,14.35044809,0.415,0.166,0.103,0.08,0.067,0.056,0.04,0.027,0.017,0.011,0.007,0.011,0.08,0.426,0.235,0.153,0.066,0.042,61.67,11.22,107,8,124628.644,31,1.540943213,2.104708227,1.456170954,2.257175442,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
159,935,1158,1.238502674,1243.295515,1.329727823,197693.333,18.26%,1.829,1.481,14.89451662,0.344,0.144,0.072,0.048,0.037,0.034,0.032,0.034,0.037,0.044,0.061,0.115,0.065,0.337,0.145,0.093,0.094,0.266,108.38,30.39,88,21,229588.8205,95,1.659139608,2.160833683,1.559287811,2.27462627,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
160,803,1010,1.257783313,1036.171504,1.290375472,175429.917,21.63%,1.794,1.473,14.50214151,0.272,0.15,0.095,0.078,0.062,0.049,0.047,0.052,0.06,0.062,0.05,0.024,0.064,0.287,0.199,0.156,0.13,0.163,99.90000003,14.7,75,17,217569.2742,80,1.633130288,2.15133821,1.57414248,2.279518776,stage 2,f0,20,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
161,787,903,1.147395172,966.2506596,1.227764498,215932.833,30.38%,1.835,1.502,14.69203419,0.247,0.138,0.092,0.069,0.056,0.05,0.045,0.045,0.043,0.045,0.064,0.105,0.051,0.267,0.189,0.133,0.106,0.254,119.2799999,25.58,68,37,324196.1698,151,1.661771248,2.164821419,1.595815503,2.269172697,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
162,1199,1435,1.196830692,1414.799472,1.179982879,355843.5,20.68%,1.766,1.547,15.29127756,0.294,0.172,0.117,0.082,0.065,0.055,0.05,0.045,0.042,0.036,0.023,0.019,0.061,0.349,0.211,0.151,0.115,0.113,169.0399999,35.18999999,105,20,374276.8213,98,1.620978882,2.238141466,1.6142755,2.234961507,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
163,945,1259,1.332275132,1292.108179,1.367310243,277142.083,23.29%,1.821,1.519,15.13609298,0.268,0.14,0.094,0.071,0.059,0.053,0.045,0.043,0.045,0.05,0.057,0.076,0.061,0.281,0.182,0.136,0.109,0.231,173.3099999,45.62000001,93,24,420046.7868,101,1.689151728,2.201156826,1.590519799,2.267812445,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
164,906,1234,1.362030905,1302.662269,1.437817074,217102.083,19.42%,1.827,1.481,15.15127434,0.318,0.139,0.077,0.053,0.046,0.04,0.035,0.035,0.038,0.044,0.056,0.117,0.069,0.292,0.162,0.109,0.097,0.272,176.6599999,50.50999998,93,17,288237.8335,86,1.679616237,2.15698381,1.530128453,2.287426863,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
165,867,1034,1.192618224,1057.279683,1.21946907,183481.75,20.47%,1.783,1.476,14.91023407,0.345,0.15,0.082,0.056,0.052,0.061,0.063,0.063,0.05,0.035,0.026,0.019,0.055,0.321,0.188,0.174,0.142,0.12,87.05999999,25.08000001,77,10,142456.3406,55,1.612051197,2.162395128,1.558046384,2.265143983,stage 2,f0,20,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
167,1156,1088,0.941176471,1220.868074,1.056114251,334600.75,26.60%,1.839,1.56,14.98603981,0.254,0.143,0.091,0.06,0.047,0.042,0.042,0.039,0.044,0.056,0.088,0.095,0.063,0.275,0.162,0.119,0.105,0.275,215.9499999,44.3,82,33,495869.6399,164,1.6941324,2.213309446,1.663582506,2.270036377,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
168,860,1027,1.194186047,1084.984169,1.261609499,193050.667,21.86%,1.806,1.484,14.66087494,0.275,0.137,0.095,0.076,0.067,0.06,0.052,0.051,0.047,0.047,0.049,0.043,0.059,0.292,0.186,0.137,0.126,0.199,104.63,25.42999999,76,23,221851.856,88,1.634578762,2.15228511,1.578023946,2.285213112,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
169,688,850,1.235465116,869.944591,1.264454347,108372.417,18.53%,1.769,1.403,14.38864052,0.272,0.152,0.096,0.076,0.07,0.061,0.051,0.05,0.055,0.051,0.038,0.028,0.067,0.288,0.212,0.156,0.143,0.133,51.66000002,12.66,62,11,124375.5616,50,1.584893467,2.094373227,1.482522937,2.297416551,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
170,702,983,1.4002849,1033.532982,1.472269204,143305.417,20.77%,1.791,1.442,14.63844828,0.309,0.144,0.084,0.061,0.055,0.051,0.043,0.045,0.053,0.047,0.045,0.063,0.071,0.289,0.172,0.142,0.129,0.198,57.93999998,15.66999999,73,12,130282.5125,52,1.623398813,2.120495497,1.518271589,2.294128426,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
171,1225,1325,1.081632653,1509.78628,1.232478596,268688.167,16.55%,1.738,1.507,15.26454581,0.356,0.17,0.11,0.082,0.069,0.06,0.056,0.041,0.022,0.012,0.007,0.014,0.063,0.4,0.23,0.153,0.085,0.069,133.59,26.98000001,119,16,235057.7833,61,1.620218831,2.20659143,1.563785596,2.261758436,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
172,951,1188,1.249211356,1222.187335,1.285160184,177068.583,15.67%,1.738,1.467,14.74409034,0.356,0.177,0.11,0.073,0.048,0.036,0.033,0.035,0.039,0.034,0.029,0.031,0.088,0.367,0.222,0.12,0.084,0.119,135.72,22.60999999,90,19,185791.0366,76,1.607774288,2.161773404,1.542161153,2.278212306,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
173,1226,1247,1.017128874,1545.406332,1.260527188,324840.5,21.25%,1.763,1.537,15.22253618,0.31,0.161,0.11,0.092,0.074,0.061,0.052,0.044,0.038,0.027,0.018,0.014,0.054,0.346,0.253,0.167,0.103,0.077,166.15,38.43000002,94,17,297032.9662,78,1.621483638,2.224473187,1.601903299,2.242002789,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
174,1088,1114,1.023897059,1206.356201,1.108783273,305597.583,25.21%,1.837,1.544,15.09457857,0.282,0.138,0.083,0.06,0.05,0.043,0.044,0.045,0.045,0.049,0.076,0.085,0.057,0.298,0.161,0.114,0.115,0.255,174.82,42.15999999,84,29,424163.2152,103,1.680353488,2.203438314,1.639058654,2.25756443,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
175,927,1104,1.190938511,1131.158311,1.220235503,314680.083,30.75%,1.846,1.552,14.93871467,0.247,0.134,0.089,0.066,0.061,0.049,0.041,0.036,0.04,0.051,0.072,0.115,0.053,0.275,0.174,0.125,0.107,0.266,189.48,38.32999998,80,47,496508.1847,166,1.686262116,2.195298573,1.656041197,2.280102702,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
176,884,903,1.021493213,1017.701847,1.151246433,269187.417,33.72%,1.851,1.529,14.6653162,0.234,0.129,0.09,0.072,0.059,0.049,0.04,0.04,0.043,0.048,0.076,0.12,0.049,0.259,0.176,0.127,0.099,0.291,163.82,29.70999999,68,51,447123.2068,193,1.674704128,2.166047908,1.627733808,2.279574073,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
177,789,1275,1.615969582,1265.722955,1.604211603,146623.417,14.58%,1.717,1.432,14.70494757,0.352,0.168,0.112,0.088,0.081,0.065,0.047,0.03,0.019,0.012,0.011,0.014,0.085,0.383,0.221,0.135,0.097,0.079,82.92000004,14.49999999,95,10,130337.4608,43,1.577990173,2.134410382,1.493124509,2.267362275,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
178,1035,1100,1.062801932,1255.168865,1.212723541,287506.917,25.25%,1.815,1.535,15.03590592,0.308,0.153,0.099,0.066,0.049,0.042,0.038,0.034,0.031,0.041,0.065,0.073,0.061,0.327,0.178,0.12,0.091,0.222,161.92,38.13,81,26,387015.7359,104,1.686395077,2.189202417,1.631786216,2.264127508,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
179,924,1287,1.392857143,1416.118734,1.532596032,343785.917,28.91%,1.83,1.547,15.31548144,0.255,0.128,0.092,0.072,0.062,0.051,0.048,0.043,0.044,0.047,0.063,0.095,0.053,0.271,0.173,0.141,0.109,0.252,223.68,42.64000001,92,41,466444.0555,130,1.69118466,2.223606448,1.622474703,2.267711315,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
180,919,1567,1.705114255,1588.941953,1.728990155,272760.75,18.94%,1.775,1.516,15.61696616,0.303,0.17,0.111,0.085,0.063,0.055,0.044,0.039,0.038,0.034,0.031,0.029,0.069,0.335,0.222,0.151,0.105,0.117,156.09,44.3,114,15,225302.653,71,1.677322319,2.215444975,1.570940724,2.279526089,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
181,995,1298,1.304522613,1405.564644,1.412627783,206503.167,15.99%,1.73,1.48,15.20655906,0.328,0.18,0.12,0.086,0.064,0.054,0.044,0.034,0.025,0.021,0.023,0.022,0.082,0.375,0.242,0.15,0.075,0.076,93.66999998,20.42000001,100,14,155958.2818,62,1.553277756,2.196087511,1.546351356,2.295173226,stage 2,f2,22,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
182,1022,1370,1.340508806,1617.965699,1.583136692,210129.917,15.01%,1.719,1.477,15.33058664,0.369,0.177,0.115,0.082,0.064,0.052,0.039,0.031,0.023,0.017,0.014,0.017,0.071,0.374,0.254,0.157,0.076,0.068,97.69000003,25.84,100,12,150145.722,56,1.552130747,2.182847956,1.523098596,2.279721602,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
183,957,1843,1.925809822,2042.76781,2.134553615,291405.75,16.52%,1.791,1.521,15.78534109,0.343,0.159,0.096,0.072,0.065,0.066,0.057,0.043,0.029,0.021,0.016,0.032,0.084,0.37,0.19,0.104,0.09,0.161,191.9899999,58.40000001,131,17,272750.0947,88,1.705306286,2.230469496,1.578349251,2.285998762,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
184,1000,1237,1.237,1300.023747,1.300023747,214747.583,17.36%,1.774,1.49,15.17666406,0.33,0.152,0.087,0.066,0.057,0.053,0.056,0.057,0.051,0.039,0.023,0.03,0.069,0.308,0.201,0.156,0.133,0.133,86.75000002,19.49000001,91,18,171669.9328,64,1.593549654,2.204593222,1.558847033,2.288642249,stage 2,f0,20,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
185,1171,1379,1.177625961,1565.195251,1.336631299,166533.667,10.31%,1.696,1.445,14.79312274,0.434,0.19,0.097,0.065,0.046,0.036,0.03,0.025,0.022,0.018,0.015,0.021,0.086,0.419,0.227,0.121,0.075,0.071,80.50999997,13.33999999,107,16,159165.1061,54,1.554136891,2.141469561,1.513283669,2.260018289,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
186,794,1056,1.329974811,1284.192612,1.617371048,116401.75,13.88%,1.678,1.416,14.3512198,0.446,0.209,0.111,0.073,0.049,0.034,0.024,0.019,0.012,0.007,0.007,0.008,0.068,0.517,0.223,0.11,0.052,0.029,52.41000001,8.329999999,101.1,12,97602.66597,27,1.548453084,2.098108254,1.507275181,2.276919196,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
188,1222,1181,0.966448445,1253.849604,1.026063506,365449.917,25.32%,1.819,1.562,15.15740526,0.28,0.141,0.103,0.082,0.064,0.051,0.045,0.042,0.039,0.039,0.047,0.067,0.057,0.297,0.197,0.144,0.108,0.197,187.14,31.43000001,99,44,421379.5031,164,1.667987313,2.233469125,1.646024154,2.27453265,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
190,1191,1443,1.211586902,1516.382586,1.273201164,358031.667,20.83%,1.783,1.551,15.56705682,0.293,0.162,0.101,0.073,0.059,0.053,0.053,0.052,0.05,0.042,0.033,0.029,0.063,0.329,0.197,0.164,0.119,0.127,167.94,37.64999999,106,25,258708.7485,81,1.644595612,2.258911044,1.62345064,2.257397621,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
191,1225,1543,1.259591837,1619.28496,1.321865274,557129.75,29.48%,1.826,1.608,15.60909496,0.242,0.167,0.113,0.084,0.067,0.057,0.046,0.038,0.036,0.043,0.057,0.05,0.048,0.313,0.203,0.138,0.106,0.192,309.7500002,66.05,113,40,690079.3111,164,1.697977096,2.268490007,1.68154899,2.250435086,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
194,1153,1351,1.171725932,1430.630607,1.240789772,330727.25,21.23%,1.786,1.541,15.54912087,0.297,0.163,0.109,0.077,0.062,0.055,0.044,0.043,0.041,0.04,0.035,0.035,0.074,0.326,0.216,0.144,0.109,0.132,150.7099999,34.07000001,99,33,324953.9148,109,1.637883707,2.255601377,1.612772103,2.280321541,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
195,1223,855,0.699100572,1240.656992,1.014437442,386235.833,36.94%,1.841,1.579,15.13930793,0.219,0.132,0.098,0.08,0.07,0.063,0.058,0.053,0.051,0.054,0.06,0.063,0.047,0.257,0.187,0.162,0.131,0.216,216.0499999,37.75000001,102,45,484702.9564,191,1.686213248,2.234507304,1.675947135,2.27359566,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
196,1228,1270,1.034201954,1379.17942,1.123110276,326089.833,20.91%,1.763,1.541,15.15930802,0.326,0.177,0.106,0.083,0.067,0.058,0.051,0.039,0.029,0.021,0.02,0.022,0.06,0.373,0.227,0.152,0.098,0.09,205.19,31.30000001,110.5,25,263507.9129,88,1.614072265,2.229727397,1.612011203,2.250487943,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
197,1030,1198,1.163106796,1687.886544,1.6387248,164988.25,13.37%,1.74,1.444,15.17297643,0.34,0.16,0.111,0.093,0.073,0.054,0.05,0.041,0.029,0.022,0.013,0.014,0.08,0.342,0.239,0.162,0.089,0.088,67.28000002,16.66,91,11,115945.8792,39,1.598803839,2.1491398,1.491236984,2.295909138,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
198,953,1273,1.335781742,1431.949868,1.502570691,227657.417,18.77%,1.798,1.49,15.27567322,0.318,0.165,0.093,0.059,0.04,0.033,0.034,0.044,0.056,0.065,0.055,0.039,0.075,0.313,0.178,0.111,0.123,0.201,125.79,27.74,99.5,16,242383.7979,56,1.666990691,2.196104946,1.54209059,2.274766407,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
199,1225,1140,0.930612245,1347.51715,1.100014,518345.583,37.12%,1.85,1.617,15.3528591,0.21,0.146,0.103,0.079,0.062,0.053,0.05,0.051,0.053,0.056,0.06,0.077,0.039,0.257,0.205,0.147,0.13,0.222,276.87,44.45,114,58,593897.5986,199,1.69133614,2.26293696,1.705723992,2.266367449,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
200,1008,1317,1.306547619,1470.208443,1.458540122,311741.333,23.48%,1.823,1.531,15.46806016,0.307,0.141,0.083,0.063,0.053,0.046,0.042,0.042,0.051,0.059,0.052,0.059,0.065,0.292,0.179,0.129,0.124,0.212,156.9999999,40.05999999,96,29,284838.2054,96,1.665487161,2.239414706,1.59912599,2.286685095,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
201,1188,1314,1.106060606,1427.992084,1.202013539,286993.583,18.38%,1.794,1.521,15.42098243,0.289,0.157,0.106,0.081,0.066,0.055,0.049,0.048,0.051,0.042,0.029,0.027,0.066,0.291,0.192,0.167,0.136,0.148,130.3,30.48000001,105.5,28,218773.9714,89,1.626887065,2.226622346,1.589879271,2.282577733,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
202,1011,1374,1.359050445,1459.654354,1.443772852,228891.25,16.48%,1.768,1.493,15.37481305,0.355,0.163,0.094,0.068,0.05,0.04,0.039,0.043,0.046,0.042,0.034,0.027,0.083,0.364,0.189,0.128,0.104,0.131,141.77,30.61999999,103,19,184360.8282,63,1.647433989,2.197169766,1.554310474,2.3076415,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
C126,1247,1296,1.039294306,1468.889182,1.177938398,414373.917,25.64%,1.832,1.569,15.30070471,0.281,0.16,0.102,0.071,0.055,0.042,0.038,0.035,0.034,0.042,0.061,0.081,0.061,0.303,0.182,0.116,0.101,0.236,251.4800001,40.42,103.5,44,620243.8932,169,1.703167875,2.247683118,1.646577471,2.257676408,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W001,1166,1140,0.977701544,1268.361478,1.087788574,311273.833,23.42%,1.78,1.542,15.34497514,0.294,0.173,0.112,0.086,0.071,0.063,0.052,0.04,0.028,0.022,0.022,0.036,0.054,0.344,0.213,0.171,0.104,0.114,138.51,30.08,90,20,255488.7928,87,1.612827664,2.24278235,1.621569545,2.24421003,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W002,964,1285,1.332987552,1329.047493,1.378679972,218428.333,17.63%,1.778,1.478,14.82657187,0.325,0.151,0.101,0.075,0.062,0.048,0.036,0.03,0.035,0.045,0.048,0.045,0.066,0.327,0.179,0.141,0.108,0.179,152.7699999,26.27000001,94,15,275893.6363,63,1.639417326,2.157082294,1.540872323,2.259256681,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
